year	country	gdp	pop	lifeExp
1930	tgo	1062	1170852	31.3
1935	tgo	1055	1223364	31.3
1940	tgo	1048	1278231	31.3
1945	tgo	1041	1335559	31.49
1950	tgo	1034	1395458	34.31
1955	tgo	1110	1473839	37.57
1960	tgo	1238	1580513	41.06
1965	tgo	1640	1708632	44.43
1970	tgo	1878	2115521	47.72
1975	tgo	1828	2410446	50.88
1980	tgo	1882	2720838	53.87
1985	tgo	1449	3252995	56.39
1990	tgo	1350	3786942	57.8
1995	tgo	1198	4284286	57.6
2000	tgo	1305	4874735	56.7
2005	tgo	1211	5578219	56.8
2010	tgo	1246	6390851	58.7
2015	tgo	1433	7304578	61.5
1800	ton	663	18658	28.2
1805	ton	663	18640	28.2
1810	ton	664	18621	28.2
1815	ton	664	18603	28.2
1820	ton	665	18584	28.2
1825	ton	676	18566	28.2
1830	ton	687	18548	28.2
1835	ton	699	18529	28.2
1840	ton	711	18511	28.2
1845	ton	723	18500	28.2
1850	ton	736	18500	28.2
1855	ton	748	18645	28.2
1860	ton	761	18791	28.2
1865	ton	774	18938	28.2
1870	ton	787	19086	28.2
1875	ton	801	19235	28.2
1880	ton	814	19386	28.2
1885	ton	828	19538	28.2
1890	ton	843	19691	28.2
1895	ton	857	19845	28.2
1900	ton	872	20000	28.2
1905	ton	886	21778	28.2
1910	ton	902	22792	28.2
1915	ton	934	23780	28.2
1920	ton	993	24792	28.2
1925	ton	1050	26529	28.2
1930	ton	1109	28573	34.15
1935	ton	1172	31401	40.09
1940	ton	1238	35031	46.04
1945	ton	1308	40671	51.93
1950	ton	1382	47220	57.83
1955	ton	1460	55324	59.41
1960	ton	1541	61600	61.2
1965	ton	1627	74363	62.94
1970	ton	1718	84370	64.58
1975	ton	1909	88347	65.93
1980	ton	2324	93007	67.08
1985	ton	3621	93953	68.27
1990	ton	3572	95152	69.1
1995	ton	4269	95889	69.6
2000	ton	4605	97898	69.6
2005	ton	5006	100858	70
2010	ton	4945	103947	70.7
2015	ton	5069	106170	71.5
1800	tto	1230	60000	32.9
1805	tto	1231	60000	32.9
1810	tto	1232	60000	32.9
1815	tto	1233	60000	32.9
1820	tto	1234	60000	32.9
1825	tto	1268	62947	32.9
1830	tto	1303	66039	32.9
1835	tto	1338	69282	32.9
1840	tto	1375	72685	34.87
1845	tto	1413	76255	38.8
1850	tto	1452	80000	38.8
1855	tto	1492	89263	38.8
1860	tto	1533	99599	38.8
1865	tto	1575	111132	38.8
1870	tto	1618	124000	38.8
1875	tto	1662	140996	38.8
1880	tto	1708	160322	38.8
1885	tto	1755	182296	38.8
1890	tto	1803	207283	38.8
1895	tto	1853	235694	38.8
1900	tto	1904	268000	38.8
1905	tto	1956	298000	38.8
1910	tto	2010	331000	38.8
1915	tto	2134	362000	38.8
1920	tto	2380	389000	38.8
1925	tto	2686	382000	41.56
1930	tto	3031	405000	45.01
1935	tto	3420	435000	48.05
1940	tto	3857	476962.9	50.98
1945	tto	4349	552777.4	54.02
1950	tto	4903	645628	57.11
1955	tto	5825	740036	59.61
1960	tto	8531	848481	63.07
1965	tto	9699	912419	65.17
1970	tto	11495	945996	65.73
1975	tto	12847	1011487	66.83
1980	tto	17624	1085308	67.89
1985	tto	15331	1170935	68.5
1990	tto	13464	1221904	69.1
1995	tto	14046	1255001	69.3
2000	tto	17721	1267980	69.5
2005	tto	25439	1296933	71.1
2010	tto	29321	1328095	71.8
2015	tto	30113	1360088	72.4
1800	tun	716	862029	28.8
1805	tun	716	865253	28.8
1810	tun	717	868490	28.8
1815	tun	717	871739	28.8
1820	tun	718	875000	6.5
1825	tun	735	901256	28.8
1830	tun	753	928299	28.8
1835	tun	771	956154	28.8
1840	tun	790	984845	28.8
1845	tun	809	1014396	28.8
1850	tun	829	1044835	14
1855	tun	849	1076186	28.8
1860	tun	870	1108479	28.8
1865	tun	891	1141740	28.8
1870	tun	912	1176000	28.8
1875	tun	934	1241166	28.8
1880	tun	957	1309943	28.8
1885	tun	980	1382532	28.8
1890	tun	1004	1459142	28.8
1895	tun	1029	1539998	28.8
1900	tun	1053	1625335	28.8
1905	tun	1079	1715400	28.8
1910	tun	1105	1810456	28.8
1915	tun	1160	1935327	28.8
1920	tun	1223	2108803	28.8
1925	tun	1308	2297829	29.28
1930	tun	1395	2503799	30.49
1935	tun	1481	2728232	32.04
1940	tun	1567	2980352.2	34.1
1945	tun	1653	3284673.2	27.8
1950	tun	1739	3605310	38.86
1955	tun	1845	3943533	40.48
1960	tun	2157	4176266	43.2
1965	tun	2683	4545340	47.31
1970	tun	2990	5060393	52.94
1975	tun	4011	5652478	58.9
1980	tun	4837	6368169	64.41
1985	tun	5205	7321877	68.56
1990	tun	5502	8232797	71.8
1995	tun	6055	9113972	72.9
2000	tun	7464	9699192	75
2005	tun	8707	10102477	76.2
2010	tun	10411	10639194	77.1
2015	tun	11126	11253554	77.6
1800	tur	1221	9773456	35
1805	tur	1222	9847741	35
1810	tur	1223	9922590	35
1815	tur	1224	9998008	35
1820	tur	1225	10074000	35
1825	tur	1258	10233971	35
1830	tur	1292	10396482	35
1835	tur	1326	10561574	35
1840	tur	1362	10729288	35
1845	tur	1399	10899664	35
1850	tur	1436	11072747	35
1855	tur	1475	11248577	35
1860	tur	1514	11427200	35
1865	tur	1555	11608659	35
1870	tur	1597	11793000	35
1875	tur	1576	12127509	35
1880	tur	1535	12471507	35
1885	tur	1768	12825262	35
1890	tur	1838	13189052	35
1895	tur	1910	13563161	35
1900	tur	1985	13947881	35
1905	tur	2063	14343513	35
1910	tur	2144	14750368	35
1915	tur	1981	14768355	7
1920	tur	1525	14204773	29
1925	tur	1725	14059000	35
1930	tur	2323	14928000	35
1935	tur	2544	16158000	35.31
1940	tur	3163	17821000	32.98
1945	tur	2154	18790000	35.78
1950	tur	3103	21238496	40.94
1955	tur	4156	24253200	43.35
1960	tur	4735	27553280	46.91
1965	tur	5309	31000167	50.96
1970	tur	6740	34772031	54.59
1975	tur	8381	39185637	58.08
1980	tur	7828	43905790	61.74
1985	tur	9163	49178079	65.15
1990	tur	10670	53994605	68.1
1995	tur	11530	58522320	70
2000	tur	13025	63240157	73.8
2005	tur	15176	67860617	76.2
2010	tur	16674	72310416	78.8
2015	tur	19360	78665830	79.2
1800	tkm	943	367215	24
1805	tkm	948	367215	24
1810	tkm	954	367215	24
1815	tkm	960	367215	24
1820	tkm	965	367215	24
1825	tkm	997	384461	24
1830	tkm	1030	402517	24
1835	tkm	1064	421420	24
1840	tkm	1099	441212	24
1845	tkm	1135	461933	24
1850	tkm	1172	483627	24
1855	tkm	1210	506340	24
1860	tkm	1250	530120	24
1865	tkm	1291	555016	22.33
1870	tkm	1334	581082	19.92
1875	tkm	1377	608372	20.46
1880	tkm	1423	636943	21.46
1885	tkm	1469	666856	22.46
1890	tkm	1472	698174	23.46
1895	tkm	1762	730963	24.46
1900	tkm	2035	765292	24.36
1905	tkm	2067	801233	25.61
1910	tkm	2299	838862	26.86
1915	tkm	2371	878259	27.26
1920	tkm	981	919505	15.23
1925	tkm	1913	962688	29.93
1930	tkm	2502	1007900	32.04
1935	tkm	3239	1055235	35.96
1940	tkm	3745	1104793	38.26
1945	tkm	3426	1156678	38.11
1950	tkm	5018	1211000	50.66
1955	tkm	5881	1355501	52.69
1960	tkm	7040	1593501	54.91
1965	tkm	8309	1890000	57.17
1970	tkm	10045	2188499	59.15
1975	tkm	10576	2520002	60.49
1980	tkm	9853	2861000	61.9
1985	tkm	9143	3229499	63.44
1990	tkm	8353	3668000	63.9
1995	tkm	4623	4188010	63.3
2000	tkm	5351	4501419	63.7
2005	tkm	6505	4747839	65.8
2010	tkm	10032	5041995	68.1
2015	tkm	15865	5373502	70
1800	uga	464	2101397	25.3
1805	uga	464	2101397	25.3
1810	uga	464	2101397	25.3
1815	uga	465	2101397	25.3
1820	uga	465	2101397	25.3
1825	uga	477	2136587	25.3
1830	uga	488	2172367	25.3
1835	uga	500	2208746	25.3
1840	uga	512	2245734	25.3
1845	uga	525	2283342	25.3
1850	uga	538	2321579	25.3
1855	uga	551	2360457	25.3
1860	uga	564	2399986	25.3
1865	uga	578	2440176	25.3
1870	uga	592	2481040	25.3
1875	uga	607	2522588	25.3
1880	uga	621	2564832	25.3
1885	uga	637	2607783	25.3
1890	uga	652	2651454	25.3
1895	uga	668	2695856	25.3
1900	uga	684	2741001	25.3
1905	uga	701	2786903	25.3
1910	uga	718	2833573	25.3
1915	uga	731	2873947	25.3
1920	uga	738	2913105	25.3
1925	uga	752	3159409	24.46
1930	uga	767	3484968	24.65
1935	uga	781	3843784	25.9
1940	uga	795	4239464	27.3
1945	uga	810	4675875	29.12
1950	uga	824	5158193	39.63
1955	uga	813	5898834	42.24
1960	uga	871	6788211	45.27
1965	uga	960	8014376	48.49
1970	uga	1079	9446024	50.74
1975	uga	982	10827071	51.55
1980	uga	729	12547754	52.01
1985	uga	716	14631089	52.09
1990	uga	767	17384369	50.7
1995	uga	910	20412967	48.3
2000	uga	1042	23757636	49.1
2005	uga	1217	28042413	53.5
2010	uga	1515	33149417	57.8
2015	uga	1680	39032383	61.3
1800	ukr	763	11215490	36.6
1805	ukr	767	11215490	36.6
1810	ukr	772	11215490	36.6
1815	ukr	777	11215490	36.6
1820	ukr	781	11215490	36.6
1825	ukr	807	11745998	36.6
1830	ukr	833	12301599	36.6
1835	ukr	861	12883482	36.6
1840	ukr	889	13492888	36.6
1845	ukr	918	14131119	36.6
1850	ukr	948	14799540	36.6
1855	ukr	980	15499579	36.6
1860	ukr	1012	16232730	36.6
1865	ukr	1045	17000560	36.6
1870	ukr	1079	17804709	36.6
1875	ukr	1115	18646896	36.6
1880	ukr	1151	19528919	36.6
1885	ukr	1189	20452664	36.6
1890	ukr	1192	21420102	36.6
1895	ukr	1426	22433302	36.6
1900	ukr	1647	23494427	36.6
1905	ukr	1673	24605745	38.59
1910	ukr	1860	25769630	40.58
1915	ukr	1919	26988569	35
1920	ukr	794	28265164	28.05
1925	ukr	1542	29602145	42.75
1930	ukr	2010	31002366	44.7
1935	ukr	2593	32468820	49.6
1940	ukr	2988	34004639	49.9
1945	ukr	2723	35613104	35.5
1950	ukr	3976	37297652	62.56
1955	ukr	4643	40019446	66.26
1960	ukr	5539	42662150	70.88
1965	ukr	6515	45261939	71.4
1970	ukr	7850	47086758	70.59
1975	ukr	8724	48758986	69.96
1980	ukr	9349	49968811	69.33
1985	ukr	9981	50920778	69.47
1990	ukr	10490	51370009	70
1995	ukr	5073	50811673	66.5
2000	ukr	4809	48746269	67.3
2005	ukr	7265	46795313	67.1
2010	ukr	7844	45647497	70.5
2015	ukr	8449	44823765	71.5
1800	are	998	40153	30.7
1805	are	1016	40153	30.7
1810	are	1036	40153	30.7
1815	are	1055	40153	30.7
1820	are	1075	40153	30.7
1825	are	1095	40153	30.7
1830	are	1116	40153	30.7
1835	are	1137	40153	30.7
1840	are	1158	40153	30.7
1845	are	1180	40153	30.7
1850	are	1203	40153	30.7
1855	are	1225	40153	30.7
1860	are	1248	40153	30.7
1865	are	1272	40153	30.7
1870	are	1296	40153	30.7
1875	are	1393	41285	30.7
1880	are	1498	42448	30.7
1885	are	1610	43645	30.7
1890	are	1731	44875	30.7
1895	are	1861	46139	30.7
1900	are	2001	47440	30.7
1905	are	2151	48777	30.7
1910	are	2313	50152	30.7
1915	are	2187	51859	30.7
1920	are	2092	54084	30.7
1925	are	2278	56405	30.7
1930	are	1839	58825	30.7
1935	are	1343	61349	30.7
1940	are	1246	63981.1	30.7
1945	are	1182	66726.6	30.61
1950	are	1225	69590	41.23
1955	are	1262	79566	46.5
1960	are	1801	92612	51.85
1965	are	8534	150318	56.87
1970	are	42822	235434	61.08
1975	are	167748	531265	64.3
1980	are	182668	1016789	66.91
1985	are	129469	1350433	68.98
1990	are	114832	1811458	70.6
1995	are	106425	2350192	71.9
2000	are	108048	3050128	73.3
2005	are	102324	4481976	75.2
2010	are	56644	8329453	75.6
2015	are	60749	9156963	75.4
1800	gbr	3431	12327466	38.65
1805	gbr	3439	13129582	42.32
1810	gbr	3575	13983890	38.35
1815	gbr	3589	15044893	41.13
1820	gbr	3403	16186397	41.31
1825	gbr	3628	17381418	39.94
1830	gbr	3661	18569823	43.02
1835	gbr	3984	19691420	41.1
1840	gbr	4149	20804402	39.93
1845	gbr	4533	21994095	42.56
1850	gbr	4480	22287069	42.8
1855	gbr	4914	23417123	41.03
1860	gbr	5268	24746160	43.01
1865	gbr	5527	26107967	40.65
1870	gbr	6046	27544197	40.95
1875	gbr	6464	29082812	41.85
1880	gbr	6553	30920888	43.78
1885	gbr	6633	32500733	45.76
1890	gbr	7169	34127982	44.75
1895	gbr	7387	35976405	45.73
1900	gbr	8013	37975154	46.32
1905	gbr	8208	39850962	50.86
1910	gbr	8305	41795923	53.99
1915	gbr	9330	43296057	48.2
1920	gbr	8316	43718000	56.6
1925	gbr	8407	45059000	58.51
1930	gbr	8722	45866000	60.89
1935	gbr	9095	46868000	62.05
1940	gbr	10935	48226000	60.97
1945	gbr	10881	49182000	65.83
1950	gbr	11135	50616012	68.66
1955	gbr	12531	51113711	70.15
1960	gbr	13697	52410496	71.02
1965	gbr	15292	54278349	71.52
1970	gbr	16933	55611401	71.89
1975	gbr	18699	56179925	72.65
1980	gbr	20417	56221513	73.57
1985	gbr	22648	56415196	74.51
1990	gbr	26424	57110117	75.7
1995	gbr	28317	57903790	76.7
2000	gbr	32543	58867004	77.8
2005	gbr	36665	60210012	79
2010	gbr	36240	62716684	80.2
2015	gbr	38225	64715810	81
1800	usa	2128	6801854	39.41
1805	usa	2211	7486152	39.41
1810	usa	2283	8239294	39.41
1815	usa	2349	9068206	39.41
1820	usa	2242	9980510	39.41
1825	usa	2432	11602355	39.41
1830	usa	2552	13240314	39.41
1835	usa	2874	15334042	39.41
1840	usa	2792	17443768	39.41
1845	usa	2951	20502776	39.41
1850	usa	3059	23579718	39.41
1855	usa	3507	27707943	39.41
1860	usa	3714	31838901	39.41
1865	usa	3914	36031388	38
1870	usa	4058	40240630	39.41
1875	usa	4316	45245000	39.41
1880	usa	5292	50458000	39.41
1885	usa	5439	56879000	42.31
1890	usa	5646	63302000	45.21
1895	usa	6070	69851000	47.07
1900	usa	6819	76391000	48.93
1905	usa	7744	84147000	50.3
1910	usa	8287	92767000	51.8
1915	usa	8081	100941000	55.1
1920	usa	9181	106881000	55.4
1925	usa	10316	116284000	58.5
1930	usa	10139	123668000	59.6
1935	usa	8872	127859000	60.94
1940	usa	11320	132637000	63.28
1945	usa	18828	140474001	65.63
1950	usa	15319	157813040	68.12
1955	usa	17409	170796378	69.63
1960	usa	18059	186176524	69.91
1965	usa	21361	199403532	70.41
1970	usa	23908	209485807	70.92
1975	usa	25934	218963561	72.68
1980	usa	29619	229588208	73.93
1985	usa	33065	240691557	74.79
1990	usa	37062	252847810	75.4
1995	usa	39476	266275528	75.9
2000	usa	45986	282895741	76.9
2005	usa	49762	296139635	77.6
2010	usa	49373	309876170	78.8
2015	usa	53354	321773631	79.1
1800	ury	1758	55000	32.9
1805	ury	1759	55000	32.9
1810	ury	1761	55000	32.9
1815	ury	1762	55000	32.9
1820	ury	1763	55000	32.9
1825	ury	1983	63640	32.9
1830	ury	2229	73638	32.9
1835	ury	2506	85206	32.9
1840	ury	2818	98591	32.9
1845	ury	3169	114079	32.9
1850	ury	3563	132000	32.9
1855	ury	4006	167592	32.9
1860	ury	4505	212782	32.9
1865	ury	5065	270156	32.9
1870	ury	5695	343000	32.9
1875	ury	5077	399000	32.9
1880	ury	5445	464000	32.9
1885	ury	6725	564000	32.9
1890	ury	5624	686000	32.9
1895	ury	6732	792000	32.9
1900	ury	5820	915000	32.9
1905	ury	6128	993000	32.9
1910	ury	8239	1081000	32.9
1915	ury	6271	1246000	32.9
1920	ury	6551	1371000	32.9
1925	ury	7335	1534000	32.9
1930	ury	9311	1713000	39.48
1935	ury	6849	1859000	46.06
1940	ury	7065	1965000	52.64
1945	ury	6893	2081000	59.26
1950	ury	8135	2238506	65.89
1955	ury	8952	2372567	66.69
1960	ury	7999	2538651	67.95
1965	ury	7606	2694535	68.74
1970	ury	7934	2809799	68.88
1975	ury	8284	2830172	69.39
1980	ury	10034	2915775	70.6
1985	ury	8478	3011907	71.97
1990	ury	9841	3109987	73
1995	ury	11513	3224807	73.4
2000	ury	12876	3321242	74.6
2005	ury	12978	3325608	75.5
2010	ury	17095	3374414	76.2
2015	ury	20438	3431555	76.8
1800	uzb	502	1919159	26.93
1805	uzb	503	1919159	26.93
1810	uzb	503	1919159	26.93
1815	uzb	503	1919159	26.93
1820	uzb	504	1919159	26.93
1825	uzb	512	2009107	26.93
1830	uzb	519	2103270	26.93
1835	uzb	528	2201847	26.93
1840	uzb	536	2305044	26.93
1845	uzb	544	2413077	26.93
1850	uzb	552	2526174	26.93
1855	uzb	561	2644572	26.93
1860	uzb	570	2768518	26.93
1865	uzb	578	2898274	25.88
1870	uzb	587	3034111	24.39
1875	uzb	596	3176315	24.93
1880	uzb	606	3325183	25.93
1885	uzb	615	3481029	26.93
1890	uzb	608	3644179	27.93
1895	uzb	717	3814976	28.93
1900	uzb	816	3993777	28.83
1905	uzb	818	4180959	30.08
1910	uzb	896	4376913	31.33
1915	uzb	911	4582052	31.73
1920	uzb	550	4796805	19.7
1925	uzb	698	5021623	34.4
1930	uzb	917	5256978	36.51
1935	uzb	1168	5503364	40.43
1940	uzb	1329	5824437	42.73
1945	uzb	1195	6410159	41
1950	uzb	1722	6945397	55.09
1955	uzb	1986	7768581	57.13
1960	uzb	2338	8789492	59.35
1965	uzb	2753	10233502	61.59
1970	uzb	3321	11972994	63.54
1975	uzb	3531	13980997	64.87
1980	uzb	3382	15951899	66.25
1985	uzb	3227	18174143	67.85
1990	uzb	3032	20515248	67.8
1995	uzb	2213	22687456	66.6
2000	uzb	2471	24518222	67.6
2005	uzb	3030	25922239	68.5
2010	uzb	4185	27739764	70.2
2015	uzb	5598	29893488	71.8
1800	vut	585	27791	24.3
1805	vut	586	27791	24.3
1810	vut	586	27791	24.3
1815	vut	587	27791	24.3
1820	vut	587	27791	24.3
1825	vut	597	28374	24.3
1830	vut	607	28970	24.3
1835	vut	618	29578	24.3
1840	vut	628	30199	24.3
1845	vut	639	30833	24.3
1850	vut	650	31480	24.3
1855	vut	661	32141	24.3
1860	vut	672	32816	24.3
1865	vut	684	33504	24.3
1870	vut	696	34208	24.3
1875	vut	708	34926	24.3
1880	vut	720	35659	24.3
1885	vut	732	36407	24.3
1890	vut	744	37172	24.3
1895	vut	757	37952	24.3
1900	vut	770	38748	24.3
1905	vut	783	39562	24.3
1910	vut	797	40392	24.3
1915	vut	824	41240	24.3
1920	vut	875	42106	24.3
1925	vut	935	42990	24.3
1930	vut	998	43892	24.3
1935	vut	1065	44813	25.33
1940	vut	1137	45754	30.47
1945	vut	1214	46714	35.49
1950	vut	1295	47695	40.52
1955	vut	1382	54924	43.09
1960	vut	1475	63701	45.97
1965	vut	1573	74287	48.87
1970	vut	1678	85388	51.67
1975	vut	2103	99879	54.46
1980	vut	1989	115634	57.41
1985	vut	2679	130028	59.87
1990	vut	2550	146633	61.9
1995	vut	2610	168236	62.3
2000	vut	2823	185058	62.5
2005	vut	2610	209375	62.7
2010	vut	2948	236299	63.9
2015	vut	2912	264652	64.9
1800	ven	682	718000	32.2
1805	ven	682	718000	32.2
1810	ven	683	718000	32.2
1815	ven	683	718000	32.2
1820	ven	684	718000	32.2
1825	ven	699	795094	32.2
1830	ven	715	880465	32.2
1835	ven	731	975004	32.2
1840	ven	747	1079693	32.2
1845	ven	764	1195622	32.2
1850	ven	781	1324000	32.2
1855	ven	799	1399536	32.2
1860	ven	817	1479382	32.2
1865	ven	835	1563784	32.2
1870	ven	854	1653000	32.2
1875	ven	986	1784000	32.2
1880	ven	1138	1952000	32.2
1885	ven	1347	2113000	32.2
1890	ven	1438	2224000	32.2
1895	ven	1483	2375000	32.2
1900	ven	1237	2542000	32.2
1905	ven	1298	2706000	32.2
1910	ven	1336	2805000	32.2
1915	ven	1471	2918000	32.2
1920	ven	1754	2992000	32.2
1925	ven	3166	3114000	32.2
1930	ven	4985	3300000	32.88
1935	ven	4836	3465000	33.73
1940	ven	5651	3822826.9	38.7
1945	ven	7526	4455961.4	46.33
1950	ven	11070	5481977	54.33
1955	ven	12555	6758372	57.03
1960	ven	13014	8146845	60.08
1965	ven	14056	9824694	63.09
1970	ven	15390	11587758	65.8
1975	ven	17710	13360988	67.9
1980	ven	18125	15343917	69.3
1985	ven	13874	17508059	70.89
1990	ven	14539	19861959	72.5
1995	ven	15390	22188671	72.7
2000	ven	14461	24481477	73.8
2005	ven	14981	26769115	74.6
2010	ven	16536	28995745	74.9
2015	ven	15753	31108083	74.8
1800	pse	1220	165944	32.1
1805	pse	1221	165944	32.1
1810	pse	1222	165944	32.1
1815	pse	1223	165944	32.1
1820	pse	1224	165944	32.1
1825	pse	1225	165944	32.1
1830	pse	1226	165944	32.1
1835	pse	1227	165944	32.1
1840	pse	1228	165944	32.1
1845	pse	1229	165944	32.1
1850	pse	1230	165944	32.1
1855	pse	1230	172877	32.1
1860	pse	1231	180099	32.1
1865	pse	1232	189774	32.1
1870	pse	1233	199968	32.1
1875	pse	1250	210710	32.1
1880	pse	1266	223014	32.1
1885	pse	1283	236974	32.1
1890	pse	1300	251909	32.1
1895	pse	1317	267880	32.1
1900	pse	1335	286294	32.1
1905	pse	1353	306602	32.1
1910	pse	1371	328599	32.1
1915	pse	1221	346775	32.1
1920	pse	1195	344952	32.1
1925	pse	1248	392376	32.1
1930	pse	1237	452335	32.1
1935	pse	1799	588286	32.1
1940	pse	1443	703338	36.77
1945	pse	1828	824913	41.82
1950	pse	1272	931926	46.86
1955	pse	1329	987790	48.36
1960	pse	1276	1069399	50.82
1965	pse	1228	1191509	54.2
1970	pse	1404	1124843	57.97
1975	pse	1834	1321677	61.81
1980	pse	2414	1509484	65.74
1985	pse	2018	1758788	69.23
1990	pse	2264	2101156	71.8
1995	pse	2788	2618272	73.7
2000	pse	4206	3223781	74.4
2005	pse	4506	3579462	74.6
2010	pse	4163	4068780	74.3
2015	pse	4319	4668466	74.6
1800	vnm	861	6551000	32
1805	vnm	862	6551000	32
1810	vnm	862	6551000	32
1815	vnm	863	6551000	32
1820	vnm	864	6551000	32
1825	vnm	861	6869283	32
1830	vnm	858	7203031	32
1835	vnm	855	7552993	32
1840	vnm	852	7919959	32
1845	vnm	849	8304753	32
1850	vnm	846	8708244	32
1855	vnm	843	9131337	32
1860	vnm	840	9574988	32
1865	vnm	837	10040193	32
1870	vnm	834	10528000	32
1875	vnm	871	11299359	32
1880	vnm	909	12127233	32
1885	vnm	949	13015763	32
1890	vnm	991	13969394	32
1895	vnm	1034	14992895	32
1900	vnm	1080	16091385	32
1905	vnm	1127	17270358	32
1910	vnm	1177	18535711	32
1915	vnm	1182	19739785	32
1920	vnm	1148	20778465	32
1925	vnm	1109	21871798	32
1930	vnm	1073	23022661	32
1935	vnm	1040	24234080	32.83
1940	vnm	1011	25163794.2	36
1945	vnm	984	24778810.2	16.87
1950	vnm	961	24809903	51.58
1955	vnm	1086	28147785	55.11
1960	vnm	1150	32670623	58.52
1965	vnm	1257	37860014	61.32
1970	vnm	1053	43407291	58.78
1975	vnm	1023	48729397	60.54
1980	vnm	1097	54372518	66.49
1985	vnm	1345	61049370	67.77
1990	vnm	1501	68209604	69.3
1995	vnm	2042	75198975	70.6
2000	vnm	2650	80285563	72
2005	vnm	3485	84203817	73.3
2010	vnm	4486	88357775	74.5
2015	vnm	5623	93447601	75.4
1800	yem	877	2593000	23.39
1805	yem	889	2593000	23.39
1810	yem	902	2593000	23.39
1815	yem	915	2593000	23.39
1820	yem	928	2593000	23.39
1825	yem	941	2616701	23.39
1830	yem	955	2640619	23.39
1835	yem	968	2664755	23.39
1840	yem	982	2689112	23.39
1845	yem	996	2713691	23.39
1850	yem	1010	2738495	23.39
1855	yem	1025	2763526	23.39
1860	yem	1039	2788786	23.39
1865	yem	1054	2814276	23.39
1870	yem	1069	2840000	23.39
1875	yem	1084	2888376	23.39
1880	yem	1100	2937577	23.39
1885	yem	1115	2987615	23.39
1890	yem	1131	3038506	23.39
1895	yem	1147	3090264	23.39
1900	yem	1164	3142903	23.39
1905	yem	1180	3196439	23.39
1910	yem	1197	3250887	23.39
1915	yem	1214	3332869	23.39
1920	yem	1231	3458245	23.39
1925	yem	1252	3588339	23.39
1930	yem	1273	3723326	23.39
1935	yem	1294	3863391	23.39
1940	yem	1315	4017356.9	23.39
1945	yem	1336	4211318.4	23.45
1950	yem	1357	4402320	23.51
1955	yem	1406	4767589	27.84
1960	yem	1443	5166311	32.64
1965	yem	1495	5619170	37.27
1970	yem	1849	6156234	41.55
1975	yem	2687	6793979	46.05
1980	yem	3457	8059381	51.13
1985	yem	3526	9774242	55.69
1990	yem	3441	11961099	58.5
1995	yem	3644	15266147	60.3
2000	yem	4017	17795219	62.4
2005	yem	4295	20504385	64.6
2010	yem	4534	23591972	66.6
2015	yem	3887	26832215	66
1800	zmb	663	747000	32.6
1805	zmb	671	747000	32.6
1810	zmb	680	747000	32.6
1815	zmb	688	747000	32.6
1820	zmb	696	747000	32.6
1825	zmb	705	747000	32.6
1830	zmb	713	747000	32.6
1835	zmb	722	747000	32.6
1840	zmb	731	747000	32.6
1845	zmb	740	747000	32.6
1850	zmb	748	747000	32.6
1855	zmb	758	747000	32.6
1860	zmb	767	747000	32.6
1865	zmb	776	747000	32.6
1870	zmb	786	747000	32.6
1875	zmb	795	747000	32.6
1880	zmb	805	747000	32.6
1885	zmb	815	747000	32.6
1890	zmb	824	747000	32.6
1895	zmb	834	747000	32.6
1900	zmb	845	747000	32.6
1905	zmb	855	757280	32.6
1910	zmb	865	810841	32.6
1915	zmb	930	883326	32.6
1920	zmb	1093	966458	32.6
1925	zmb	1266	1115029	32.6
1930	zmb	1465	1303616	32.6
1935	zmb	1694	1511354	32.6
1940	zmb	1960	1746182.8	32.6
1945	zmb	2265	2008866.8	33.41
1950	zmb	2618	2316950	42.85
1955	zmb	2865	2643906	45.53
1960	zmb	3151	3049586	48.34
1965	zmb	3506	3559687	50.96
1970	zmb	3888	4185378	53.88
1975	zmb	3658	4983017	56.7
1980	zmb	2998	5929497	57.62
1985	zmb	2602	7017292	55.54
1990	zmb	2407	8143142	51.9
1995	zmb	2106	9253527	46.9
2000	zmb	2202	10585220	44.8
2005	zmb	2620	12043591	47.1
2010	zmb	3451	13917439	53.1
2015	zmb	4034	16211767	56.7
1800	zwe	869	1085814	33.7
1805	zwe	874	1085814	33.7
1810	zwe	879	1085814	33.7
1815	zwe	885	1085814	33.7
1820	zwe	890	1085814	33.7
1825	zwe	895	1125275	33.7
1830	zwe	901	1166169	33.7
1835	zwe	906	1208550	33.7
1840	zwe	912	1252471	33.7
1845	zwe	917	1297989	33.7
1850	zwe	923	1345160	33.7
1855	zwe	928	1394046	33.7
1860	zwe	934	1444708	33.7
1865	zwe	940	1497212	33.7
1870	zwe	945	1551623	33.7
1875	zwe	951	1608012	33.7
1880	zwe	957	1666451	33.7
