DBN,SCHOOL NAME,Num of AP Test Takers,Num of AP Total Exams Taken,Num of AP Exams Passed
06M463,HIGH SCHOOL FOR MEDIA AND COMMUNICATIONS,24,38,
08X519,"FELISA RINCON DE GAUTIER INSTITUTE FOR LAW AND PUBLIC POLICY, THE",32,38,
27Q262,CHANNEL VIEW SCHOOL FOR RESEARCH,38,38,13
02M429,LEGACY SCHOOL FOR INTEGRATED STUDIES,28,36,
10X475,JOHN F. KENNEDY HIGH SCHOOL,36,36,11
26Q566,"QUEENS HIGH SCHOOL OF TEACHING, LIBERAL ARTS AND THE SCIENCES",34,36,11
12X684,WINGS ACADEMY,27,36,8
17K382,ACADEMY FOR COLLEGE PREPARATION AND CAREER EXPLORATION: A COLLEGE BOARD SCHOOL,29,36,8
07X520,FOREIGN LANGUAGE ACADEMY OF GLOBAL STUDIES,24,35,
12X682,FANNIE LOU HAMER FREEDOM HIGH SCHOOL,35,35,9
07X670,HEALTH OPPORTUNITIES HIGH SCHOOL,34,34,13
05M367,ACADEMY FOR SOCIAL ACTION: A COLLEGE BOARD SCHOOL,21,33,
17K408,ACADEMY OF HOSPITALITY AND TOURISM,33,33,
02M303,"FACING HISTORY SCHOOL, THE",32,32,
29Q272,GEORGE WASHINGTON CARVER HIGH SCHOOL FOR THE SCIENCES,19,32,
07X548,URBAN ASSEMBLY SCHOOL FOR CAREERS IN SPORTS,27,31,
09X414,JONATHAN LEVIN HIGH SCHOOL FOR MEDIA AND COMMUNICATIONS,23,31,
11X270,ACADEMY FOR SCHOLARSHIP AND ENTREPRENEURSHIP: A COLLEGE BOARD SCHOOL,26,31,
23K514,FREDERICK DOUGLASS ACADEMY VII HIGH SCHOOL,29,31,
13K605,GEORGE WESTINGHOUSE CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,28,31,9
10X268,KINGSBRIDGE INTERNATIONAL HIGH SCHOOL,30,30,
03M403,THE GLOBAL LEARNING COLLABORATIVE,30,30,21
19K683,"THE SCHOOL FOR CLASSICS: AN ACADEMY OF THINKERS, WRITERS AND PERFORMERS",24,29,
11X514,THE BRONXWOOD PREPARATORY ACADEMY,28,28,
02M316,"URBAN ASSEMBLY SCHOOL OF BUSINESS FOR YOUNG WOMEN, THE",28,28,11
02M543,NEW DESIGN HIGH SCHOOL,27,27,
15K497,SCHOOL FOR INTERNATIONAL STUDIES,26,27,
09X412,BRONX HIGH SCHOOL OF BUSINESS,27,27,6
10X439,BRONX HIGH SCHOOL FOR LAW AND COMMUNITY SERVICE,26,26,9
11X290,BRONX ACADEMY OF HEALTH CAREERS,25,25,
11X415,CHRISTOPHER COLUMBUS HIGH SCHOOL,23,25,
08X332,HOLCOMBE L. RUCKER SCHOOL OF COMMUNITY RESEARCH,18,24,
17K543,"SCIENCE, TECHNOLOGY AND RESEARCH EARLY COLLEGE HIGH SCHOOL AT ERASMUS",24,24,
11X253,BRONX HIGH SCHOOL FOR WRITING AND COMMUNICATION ARTS,18,23,
18K563,IT TAKES A VILLAGE ACADEMY,19,23,
28Q896,"YOUNG WOMEN'S LEADERSHIP SCHOOL, QUEENS",18,23,
10X660,GRACE DODGE CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,18,23,9
14K404,ACADEMY FOR YOUNG WRITERS,23,23,9
02M551,THE URBAN ASSEMBLY NEW YORK HARBOR SCHOOL,19,22,
10X237,"THE MARIE CURIE SCHOOL FOR MEDICINE, NURSING, AND HEALTH PROFESSIONS",22,22,
11X513,NEW WORLD HIGH SCHOOL,22,22,18
12X550,HIGH SCHOOL OF WORLD CULTURES,19,22,8
18K576,VICTORY COLLEGIATE HIGH SCHOOL,11,21,
18K642,URBAN ACTION ACADEMY,21,21,
09X329,DREAMYARD PREPARATORY SCHOOL,21,21,7
02M449,VANGUARD HIGH SCHOOL,20,20,
09X365,ACADEMY FOR LANGUAGE AND TECHNOLOGY,18,20,
10X284,BRONX SCHOOL OF LAW AND FINANCE,15,20,
29Q259,PATHWAYS COLLEGE PREPARATORY SCHOOL: A COLLEGE BOARD SCHOOL,18,20,
12X248,"METROPOLITAN HIGH SCHOOL, THE",20,20,18
07X221,SOUTH BRONX PREPARATORY: A COLLEGE BOARD SCHOOL,17,20,8
13K265,DR. SUSAN S. MCKINNEY SECONDARY SCHOOL OF THE ARTS,13,19,
15K429,BROOKLYN SCHOOL FOR GLOBAL STUDIES,18,19,
19K618,ACADEMY OF INNOVATIVE TECHNOLOGY,19,19,
28Q690,HIGH SCHOOL FOR LAW ENFORCEMENT AND PUBLIC SAFETY,19,19,
32K545,EBC HIGH SCHOOL FOR PUBLIC SERVICEâ€“BUSHWICK,19,19,
03M283,MANHATTAN THEATRE LAB HIGH SCHOOL,18,18,
06M462,HIGH SCHOOL FOR INTERNATIONAL BUSINESS AND FINANCE,17,18,
21K572,EXPEDITIONARY LEARNING SCHOOL FOR COMMUNITY LEADERS,13,18,
09X517,FREDERICK DOUGLASS ACADEMY III SECONDARY SCHOOL,18,18,12
12X388,PAN AMERICAN INTERNATIONAL HIGH SCHOOL AT MONROE,18,18,9
09X525,BRONX LEADERSHIP ACADEMY HIGH SCHOOL,18,18,7
02M460,WASHINGTON IRVING HIGH SCHOOL,17,17,
10X225,THEATRE ARTS PRODUCTION COMPANY SCHOOL,17,17,
07X473,MOTT HAVEN VILLAGE PREPARATORY HIGH SCHOOL,16,16,
09X413,BRONX HIGH SCHOOL FOR MEDICAL SCIENCE,16,16,
29Q248,QUEENS PREPARATORY ACADEMY,16,16,
05M362,"COLUMBIA SECONDARY SCHOOL FOR MATH, SCIENCE, AND ENGINEERING",14,16,15
09X241,"URBAN ASSEMBLY SCHOOL FOR APPLIED MATH AND SCIENCE, THE",16,16,12
01M509,MARTA VALLE HIGH SCHOOL,14,15,
03M860,FREDERICK DOUGLASS ACADEMY II SECONDARY SCHOOL,15,15,
05M469,CHOIR ACADEMY OF HARLEM,15,15,
13K412,"BROOKLYN COMMUNITY HIGH SCHOOL OF COMMUNICATION, ARTS AND MEDIA",15,15,
28Q686,QUEENS METROPOLITAN HIGH SCHOOL,15,15,6
04M680,"HERITAGE SCHOOL, THE",14,14,
11X545,BRONX AEROSPACE HIGH SCHOOL,10,14,
14K071,JUAN MOREL CAMPOS SECONDARY SCHOOL,14,14,12
02M459,MANHATTAN INTERNATIONAL HIGH SCHOOL,13,13,6
01M450,EAST SIDE COMMUNITY SCHOOL,12,12,
04M409,COALITION SCHOOL FOR SOCIAL CHANGE,12,12,
08X295,GATEWAY SCHOOL FOR ENVIRONMENTAL RESEARCH AND TECHNOLOGY,12,12,
27Q260,FREDERICK DOUGLASS ACADEMY VI HIGH SCHOOL,12,12,
02M308,LOWER MANHATTAN ARTS ACADEMY,11,11,
08X432,BRONX BRIDGES HIGH SCHOOL,11,11,
17K537,HIGH SCHOOL FOR YOUTH AND COMMUNITY DEVELOPMENT AT ERASMUS,11,11,
19K409,EAST NEW YORK FAMILY ACADEMY,10,10,
19K504,HIGH SCHOOL FOR CIVIL RIGHTS,8,10,
27Q309,ACADEMY OF MEDICAL TECHNOLOGY: A COLLEGE BOARD SCHOOL,10,10,
12X690,MONROE ACADEMY FOR BUSINESS/LAW,9,9,
15K463,SECONDARY SCHOOL FOR JOURNALISM,9,9,
19K583,MULTICULTURAL HIGH SCHOOL,9,9,
19K510,WORLD ACADEMY FOR TOTAL COMMUNITY HEALTH HIGH SCHOOL,8,8,
28Q350,JAMAICA GATEWAY TO THE SCIENCES,8,8,6
07X527,BRONX LEADERSHIP ACADEMY II HIGH SCHOOL,7,7,
17K531,"SCHOOL FOR HUMAN RIGHTS, THE",7,7,
19K659,CYPRESS HILLS COLLEGIATE PREPARATORY SCHOOL,7,7,
03M299,"HIGH SCHOOL FOR ARTS, IMAGINATION AND INQUIRY",6,6,
18K629,CULTURAL ACADEMY FOR THE ARTS AND SCIENCES,6,6,
